id_circuito,capacidad,longitud_tramo_km,nivel_tension_circuito,nombre_circuito,nombre_conv,nombre_ejecutor,nombre_organizacion,nombre_propietario,nombre_subestacion_fin,nombre_subestacion_inicio,nombre_trazado,num_conduc_haz,observacion,reactancia,resistencia,servidumbre,Shape__Length,sistema,susceptancia,tension,tipo_circuito,tipo_conductor,verificacion,vigencia,location
"CARTSMAR2301,1279.0,146.72,Tensión nominal mayor o igual a 220 kV,LT Cartago - San Marcos 230 kV - 1,UPME 09-2015,INTERCOLOMBIA S.A. E.S.P.,INTERCONEXIÓN ELÉCTRICA S.A E.S.P.,INTERCONEXIÓN ELÉCTRICA S.A E.S.P.,SAN MARCOS,CARTAGO,CARTAGO - SAN MARCOS (VALLE) 1 230 kV,1,-,0.4948,0.0557,32.0,147731.2924195921,STN - Sistema de transmisión nacional,3.4606,230.0,Aéreo,10,SI,16/10/2018,""LINESTRING(-75.90970626755579 4.729096514303679, -75.90669846959653 4.721961562035933, -75.90459345732401 4.712968184331167, -75.90686483057164 4.69950699277891, -75.90994962192717 4.681223539664436, -75.91250103535879 4.66481890509927, -75.91503187058639 4.648136794426512, -75.92223514829853 4.6328607908749255, -75.92863492070371 4.625989811310787, -75.93569593642 4.6184086955008645, -75.94872526820423 4.603203450766342, -75.95390228805661 4.595000158935663, -75.96504286526843 4.577346279973701, -75.97161876970658 4.566425904504554, -75.97913301634975 4.551421430719897, -75.98401748957535 4.541667591696066, -75.99140631628661 4.526912071900556, -75.99823920596981 4.5132661260223825, -76.0042650849039 4.499507130077151, -76.00890062581081 4.485975896491425, -76.01321917154513 4.473368947529889, -76.01790120402407 4.459700558551386, -76.02287904344891 4.445167838515853, -76.0252242956225 4.438320673885915, -76.0315540270002 4.419613290571473, -76.03538565369877 4.40787328669481, -76.04039629662509 4.392664350519171, -76.04594837546308 4.376913865447106, -76.05122945187665 4.36193136386004, -76.05497656882669 4.351300041943233, -76.05905726174869 4.339721683719643, -76.06451144627145 4.325198792956328, -76.07030313422707 4.310116268673995, -76.07580273693603 4.29579363286493, -76.08333823310427 4.285405696324593, -76.09312185680488 4.271918119843937, -76.10114763696681 4.259754237397487, -76.10825526159105 4.249208533499115, -76.11926931247363 4.236127922302177, -76.13048974386932 4.220760057316837, -76.13606389307154 4.213125209136394, -76.14189921605762 4.204651336462894, -76.14459045469003 4.191822458807542, -76.14886183585271 4.171460315953317, -76.15372557244036 4.1562735141958544, -76.15949065472587 4.136136051797454, -76.16271037653213 4.12181900095388, -76.16625148469566 4.106072918937319, -76.17054206646065 4.089401796763052, -76.17318532515814 4.079131154287058, -76.17982409997677 4.0652614905640805, -76.18663021769005 4.053345180128177, -76.19160200657744 4.044639986807779, -76.19762070411419 4.034101474644647, -76.20608834039157 4.019274371663417, -76.21477344070568 4.003687930550771, -76.22262278984662 3.9894762838832603, -76.23077414327165 3.976944676505141, -76.23901159232943 3.9681245820199718, -76.24758796871316 3.959702226863464, -76.25488922376981 3.9536824830028245, -76.26515073168262 3.952174807647487, -76.27123819884285 3.9521373234256205, -76.28356633755331 3.9520609766293804, -76.29488581163523 3.9519906671574705, -76.3063045542313 3.951919669173165, -76.31833096475223 3.951844659003076, -76.33242507835095 3.9502074453172162, -76.34261277269553 3.937498552864919, -76.3506747271114 3.927451319769578, -76.35535872600416 3.9217094513149156, -76.37157756408 3.902707123660724, -76.38086431991066 3.8918259584639228, -76.38630056997185 3.878048356448935, -76.39358398524666 3.8502025489181935, -76.39502081295966 3.8316587907511517, -76.39634087083834 3.814619576354268, -76.3975021642008 3.7996284581195097, -76.412341663612 3.777872952744832, -76.41930085550018 3.7637172218930064, -76.41986631030687 3.7545404460421183, -76.42013526743786 3.7347183543635754, -76.4256721751142 3.719464092283957, -76.43363340819731 3.7045833963089487, -76.44258909670317 3.6877370004203653, -76.45172471798763 3.6743358480860144, -76.45700762294388 3.663007481129157, -76.46419396650161 3.647596930252469, -76.4683417270637 3.640934083873602, -76.4763638566335 3.628047071620451, -76.48388387494029 3.613512041322819, -76.48658711402992 3.6070741333239402)"""
